

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-27T22:22:48.383Z - Humidity: 65%, Temperature: 23C, Analog output: 743
2024-04-27T22:22:58.421Z - Humidity: 66%, Temperature: 25C, Analog output: 768
2024-04-27T22:23:08.460Z - Humidity: 63%, Temperature: 24C, Analog output: 744
2024-04-27T22:23:18.499Z - Humidity: 64%, Temperature: 24C, Analog output: 753
2024-04-27T22:23:28.537Z - Humidity: 64%, Temperature: 24C, Analog output: 742
2024-04-27T22:23:38.579Z - Humidity: 64%, Temperature: 24C, Analog output: 769
2024-04-27T22:23:48.618Z - Humidity: 63%, Temperature: 24C, Analog output: 757
2024-04-27T22:23:58.656Z - Humidity: 65%, Temperature: 25C, Analog output: 747
2024-04-27T22:24:08.695Z - Humidity: 65%, Temperature: 25C, Analog output: 744
2024-04-27T22:24:18.734Z - Humidity: 65%, Temperature: 24C, Analog output: 738
2024-04-27T22:24:28.772Z - Humidity: 66%, Temperature: 24C, Analog output: 745
2024-04-27T22:24:38.811Z - Humidity: 68%, Temperature: 25C, Analog output: 777
2024-04-27T22:24:48.850Z - Humidity: 69%, Temperature: 24C, Analog output: 748
2024-04-27T22:24:58.888Z - Humidity: 67%, Temperature: 25C, Analog output: 675
2024-04-27T22:25:08.926Z - Humidity: 66%, Temperature: 25C, Analog output: 744
2024-04-27T22:25:18.969Z - Humidity: 67%, Temperature: 24C, Analog output: 742
2024-04-27T22:25:29.008Z - Humidity: 65%, Temperature: 25C, Analog output: 744
2024-04-27T22:25:39.047Z - Humidity: 64%, Temperature: 24C, Analog output: 745
2024-04-27T22:25:49.086Z - Humidity: 67%, Temperature: 23C, Analog output: 745
2024-04-27T22:25:59.124Z - Humidity: 66%, Temperature: 24C, Analog output: 742
2024-04-27T22:26:09.161Z - Humidity: 67%, Temperature: 23C, Analog output: 745
2024-04-27T22:26:19.202Z - Humidity: 66%, Temperature: 25C, Analog output: 768
2024-04-27T22:26:29.240Z - Humidity: 66%, Temperature: 24C, Analog output: 744
2024-04-27T22:26:39.278Z - Humidity: 66%, Temperature: 24C, Analog output: 752
2024-04-27T22:26:49.317Z - Humidity: 66%, Temperature: 23C, Analog output: 746
2024-04-27T22:26:59.359Z - Humidity: 65%, Temperature: 24C, Analog output: 746
2024-04-27T22:27:09.398Z - Humidity: 65%, Temperature: 25C, Analog output: 744
2024-04-27T22:27:19.436Z - Humidity: 66%, Temperature: 23C, Analog output: 743
2024-04-27T22:27:29.476Z - Humidity: 66%, Temperature: 24C, Analog output: 780
2024-04-27T22:27:39.514Z - Humidity: 67%, Temperature: 24C, Analog output: 769
2024-04-27T22:27:49.552Z - Humidity: 65%, Temperature: 23C, Analog output: 745
2024-04-27T22:27:59.591Z - Humidity: 66%, Temperature: 24C, Analog output: 761
2024-04-27T22:28:09.630Z - Humidity: 66%, Temperature: 23C, Analog output: 738
2024-04-27T22:28:19.668Z - Humidity: 66%, Temperature: 25C, Analog output: 756
2024-04-27T22:28:29.707Z - Humidity: 65%, Temperature: 23C, Analog output: 744
2024-04-27T22:28:39.750Z - Humidity: 67%, Temperature: 24C, Analog output: 795
2024-04-27T22:28:49.788Z - Humidity: 66%, Temperature: 24C, Analog output: 758
2024-04-27T22:28:59.827Z - Humidity: 66%, Temperature: 25C, Analog output: 763
2024-04-27T22:29:09.866Z - Humidity: 65%, Temperature: 24C, Analog output: 759
2024-04-27T22:29:19.905Z - Humidity: 67%, Temperature: 25C, Analog output: 740
2024-04-27T22:29:29.943Z - Humidity: 67%, Temperature: 24C, Analog output: 743
2024-04-27T22:29:39.981Z - Humidity: 66%, Temperature: 23C, Analog output: 740
2024-04-27T22:29:50.020Z - Humidity: 67%, Temperature: 24C, Analog output: 743
2024-04-27T22:30:00.059Z - Humidity: 68%, Temperature: 25C, Analog output: 749
2024-04-27T22:30:10.097Z - Humidity: 67%, Temperature: 23C, Analog output: 745
2024-04-27T22:30:20.140Z - Humidity: 67%, Temperature: 23C, Analog output: 748
2024-04-27T22:30:30.178Z - Humidity: 66%, Temperature: 24C, Analog output: 765
2024-04-27T22:30:40.218Z - Humidity: 66%, Temperature: 23C, Analog output: 764
2024-04-27T22:30:50.256Z - Humidity: 66%, Temperature: 24C, Analog output: 743
2024-04-27T22:31:00.295Z - Humidity: 66%, Temperature: 24C, Analog output: 746
2024-04-27T22:31:10.333Z - Humidity: 68%, Temperature: 23C, Analog output: 782
2024-04-27T22:31:20.372Z - Humidity: 67%, Temperature: 25C, Analog output: 745
2024-04-27T22:31:30.411Z - Humidity: 66%, Temperature: 23C, Analog output: 788
2024-04-27T22:31:40.449Z - Humidity: 67%, Temperature: 25C, Analog output: 748
2024-04-27T22:31:50.488Z - Humidity: 67%, Temperature: 24C, Analog output: 757
2024-04-27T22:32:00.530Z - Humidity: 67%, Temperature: 24C, Analog output: 671
2024-04-27T22:32:10.569Z - Humidity: 67%, Temperature: 24C, Analog output: 742
2024-04-27T22:32:20.608Z - Humidity: 68%, Temperature: 25C, Analog output: 747
2024-04-27T22:32:30.646Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:32:40.684Z - Humidity: 66%, Temperature: 24C, Analog output: 744
2024-04-27T22:32:50.723Z - Humidity: 66%, Temperature: 23C, Analog output: 756
2024-04-27T22:33:00.761Z - Humidity: 66%, Temperature: 24C, Analog output: 742
2024-04-27T22:33:10.800Z - Humidity: 66%, Temperature: 23C, Analog output: 782
2024-04-27T22:33:20.839Z - Humidity: 66%, Temperature: 23C, Analog output: 750
2024-04-27T22:33:30.877Z - Humidity: 66%, Temperature: 25C, Analog output: 746
2024-04-27T22:33:40.920Z - Humidity: 66%, Temperature: 25C, Analog output: 754
2024-04-27T22:33:50.958Z - Humidity: 66%, Temperature: 25C, Analog output: 745
2024-04-27T22:34:00.997Z - Humidity: 66%, Temperature: 24C, Analog output: 761
2024-04-27T22:34:11.035Z - Humidity: 67%, Temperature: 24C, Analog output: 744
2024-04-27T22:34:21.074Z - Humidity: 67%, Temperature: 25C, Analog output: 743
2024-04-27T22:34:31.113Z - Humidity: 66%, Temperature: 23C, Analog output: 756
2024-04-27T22:34:41.152Z - Humidity: 67%, Temperature: 24C, Analog output: 766
2024-04-27T22:34:51.191Z - Humidity: 67%, Temperature: 23C, Analog output: 743
2024-04-27T22:35:01.230Z - Humidity: 67%, Temperature: 23C, Analog output: 788
2024-04-27T22:35:11.267Z - Humidity: 67%, Temperature: 24C, Analog output: 753
2024-04-27T22:35:21.311Z - Humidity: 68%, Temperature: 24C, Analog output: 745
2024-04-27T22:35:31.349Z - Humidity: 67%, Temperature: 24C, Analog output: 765
2024-04-27T22:35:41.388Z - Humidity: 66%, Temperature: 24C, Analog output: 747
2024-04-27T22:35:51.427Z - Humidity: 68%, Temperature: 25C, Analog output: 744
2024-04-27T22:36:01.465Z - Humidity: 67%, Temperature: 25C, Analog output: 745
2024-04-27T22:36:11.504Z - Humidity: 68%, Temperature: 25C, Analog output: 753
2024-04-27T22:36:21.542Z - Humidity: 66%, Temperature: 24C, Analog output: 748
2024-04-27T22:36:31.581Z - Humidity: 67%, Temperature: 23C, Analog output: 764
2024-04-27T22:36:41.620Z - Humidity: 68%, Temperature: 23C, Analog output: 743
2024-04-27T22:36:51.658Z - Humidity: 67%, Temperature: 24C, Analog output: 755
2024-04-27T22:37:01.701Z - Humidity: 66%, Temperature: 25C, Analog output: 745
2024-04-27T22:37:11.740Z - Humidity: 68%, Temperature: 24C, Analog output: 735
2024-04-27T22:37:21.778Z - Humidity: 68%, Temperature: 25C, Analog output: 761
2024-04-27T22:37:31.817Z - Humidity: 67%, Temperature: 23C, Analog output: 739
2024-04-27T22:37:41.855Z - Humidity: 66%, Temperature: 24C, Analog output: 744
2024-04-27T22:37:51.894Z - Humidity: 66%, Temperature: 23C, Analog output: 764
2024-04-27T22:38:01.933Z - Humidity: 67%, Temperature: 24C, Analog output: 743
2024-04-27T22:38:11.971Z - Humidity: 67%, Temperature: 25C, Analog output: 752
2024-04-27T22:38:22.010Z - Humidity: 67%, Temperature: 25C, Analog output: 745
2024-04-27T22:38:32.049Z - Humidity: 68%, Temperature: 25C, Analog output: 745
2024-04-27T22:38:42.091Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:38:52.130Z - Humidity: 68%, Temperature: 24C, Analog output: 765
2024-04-27T22:39:02.168Z - Humidity: 68%, Temperature: 23C, Analog output: 741
2024-04-27T22:39:12.207Z - Humidity: 68%, Temperature: 24C, Analog output: 760
2024-04-27T22:39:22.245Z - Humidity: 68%, Temperature: 25C, Analog output: 754
2024-04-27T22:39:32.284Z - Humidity: 68%, Temperature: 24C, Analog output: 761
2024-04-27T22:39:42.322Z - Humidity: 68%, Temperature: 23C, Analog output: 747
2024-04-27T22:39:52.361Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:40:02.399Z - Humidity: 66%, Temperature: 23C, Analog output: 742
2024-04-27T22:40:12.438Z - Humidity: 67%, Temperature: 24C, Analog output: 757
2024-04-27T22:40:22.481Z - Humidity: 68%, Temperature: 25C, Analog output: 744
2024-04-27T22:40:32.520Z - Humidity: 68%, Temperature: 24C, Analog output: 759
2024-04-27T22:40:42.558Z - Humidity: 68%, Temperature: 24C, Analog output: 761
2024-04-27T22:40:52.596Z - Humidity: 68%, Temperature: 24C, Analog output: 745
2024-04-27T22:41:02.635Z - Humidity: 67%, Temperature: 24C, Analog output: 742
2024-04-27T22:41:12.674Z - Humidity: 68%, Temperature: 23C, Analog output: 747
2024-04-27T22:41:22.713Z - Humidity: 68%, Temperature: 23C, Analog output: 744
2024-04-27T22:41:32.751Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:41:42.790Z - Humidity: 67%, Temperature: 25C, Analog output: 751
2024-04-27T22:41:52.828Z - Humidity: 68%, Temperature: 23C, Analog output: 755
2024-04-27T22:42:02.871Z - Humidity: 68%, Temperature: 25C, Analog output: 745
2024-04-27T22:42:12.910Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:42:22.948Z - Humidity: 67%, Temperature: 23C, Analog output: 760
2024-04-27T22:42:32.987Z - Humidity: 68%, Temperature: 25C, Analog output: 747
2024-04-27T22:42:43.025Z - Humidity: 67%, Temperature: 24C, Analog output: 776
2024-04-27T22:42:53.064Z - Humidity: 68%, Temperature: 25C, Analog output: 747
2024-04-27T22:43:03.103Z - Humidity: 67%, Temperature: 25C, Analog output: 748
2024-04-27T22:43:13.141Z - Humidity: 69%, Temperature: 23C, Analog output: 780
2024-04-27T22:43:23.184Z - Humidity: 67%, Temperature: 23C, Analog output: 788
2024-04-27T22:43:33.223Z - Humidity: 67%, Temperature: 24C, Analog output: 742
2024-04-27T22:43:43.261Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T22:43:53.300Z - Humidity: 68%, Temperature: 24C, Analog output: 788
2024-04-27T22:44:03.338Z - Humidity: 67%, Temperature: 23C, Analog output: 761
2024-04-27T22:44:13.377Z - Humidity: 68%, Temperature: 25C, Analog output: 733
2024-04-27T22:44:23.414Z - Humidity: 67%, Temperature: 24C, Analog output: 771
2024-04-27T22:44:33.454Z - Humidity: 66%, Temperature: 23C, Analog output: 744
2024-04-27T22:44:43.493Z - Humidity: 66%, Temperature: 24C, Analog output: 770
2024-04-27T22:44:53.530Z - Humidity: 66%, Temperature: 24C, Analog output: 756
2024-04-27T22:45:03.574Z - Humidity: 65%, Temperature: 24C, Analog output: 746
2024-04-27T22:45:13.613Z - Humidity: 66%, Temperature: 24C, Analog output: 761
2024-04-27T22:45:23.650Z - Humidity: 65%, Temperature: 25C, Analog output: 753
2024-04-27T22:45:33.690Z - Humidity: 66%, Temperature: 23C, Analog output: 747
2024-04-27T22:45:43.729Z - Humidity: 66%, Temperature: 24C, Analog output: 747
2024-04-27T22:45:53.767Z - Humidity: 66%, Temperature: 25C, Analog output: 757
2024-04-27T22:46:03.806Z - Humidity: 66%, Temperature: 24C, Analog output: 747
2024-04-27T22:46:13.844Z - Humidity: 66%, Temperature: 24C, Analog output: 748
2024-04-27T22:46:23.881Z - Humidity: 65%, Temperature: 24C, Analog output: 744
2024-04-27T22:46:33.921Z - Humidity: 66%, Temperature: 23C, Analog output: 746
2024-04-27T22:46:43.960Z - Humidity: 66%, Temperature: 24C, Analog output: 747
2024-04-27T22:46:54.003Z - Humidity: 66%, Temperature: 23C, Analog output: 745
2024-04-27T22:47:04.042Z - Humidity: 67%, Temperature: 23C, Analog output: 743
2024-04-27T22:47:14.080Z - Humidity: 66%, Temperature: 25C, Analog output: 749
2024-04-27T22:47:24.117Z - Humidity: 66%, Temperature: 24C, Analog output: 756
2024-04-27T22:47:34.156Z - Humidity: 67%, Temperature: 23C, Analog output: 746
2024-04-27T22:47:44.196Z - Humidity: 66%, Temperature: 25C, Analog output: 759
2024-04-27T22:47:54.235Z - Humidity: 66%, Temperature: 25C, Analog output: 745
2024-04-27T22:48:04.273Z - Humidity: 68%, Temperature: 24C, Analog output: 747
2024-04-27T22:48:14.312Z - Humidity: 66%, Temperature: 24C, Analog output: 748
2024-04-27T22:48:24.349Z - Humidity: 67%, Temperature: 24C, Analog output: 746
2024-04-27T22:48:34.393Z - Humidity: 67%, Temperature: 25C, Analog output: 747
2024-04-27T22:48:44.431Z - Humidity: 67%, Temperature: 24C, Analog output: 747
2024-04-27T22:48:54.470Z - Humidity: 67%, Temperature: 25C, Analog output: 762
2024-04-27T22:49:04.509Z - Humidity: 66%, Temperature: 24C, Analog output: 747
2024-04-27T22:49:14.547Z - Humidity: 67%, Temperature: 24C, Analog output: 775
2024-04-27T22:49:24.586Z - Humidity: 67%, Temperature: 24C, Analog output: 748
2024-04-27T22:49:34.624Z - Humidity: 66%, Temperature: 24C, Analog output: 755
2024-04-27T22:49:44.663Z - Humidity: 67%, Temperature: 23C, Analog output: 756
2024-04-27T22:49:54.702Z - Humidity: 67%, Temperature: 24C, Analog output: 736
2024-04-27T22:50:04.741Z - Humidity: 67%, Temperature: 24C, Analog output: 788
2024-04-27T22:50:14.783Z - Humidity: 67%, Temperature: 24C, Analog output: 743
2024-04-27T22:50:24.822Z - Humidity: 67%, Temperature: 24C, Analog output: 747
2024-04-27T22:50:34.861Z - Humidity: 68%, Temperature: 23C, Analog output: 745
2024-04-27T22:50:44.899Z - Humidity: 68%, Temperature: 24C, Analog output: 749
2024-04-27T22:50:54.938Z - Humidity: 70%, Temperature: 23C, Analog output: 746
2024-04-27T22:51:04.977Z - Humidity: 70%, Temperature: 25C, Analog output: 745
2024-04-27T22:51:15.015Z - Humidity: 70%, Temperature: 23C, Analog output: 747
2024-04-27T22:51:25.054Z - Humidity: 68%, Temperature: 25C, Analog output: 746
2024-04-27T22:51:35.092Z - Humidity: 71%, Temperature: 25C, Analog output: 746
2024-04-27T22:51:45.135Z - Humidity: 70%, Temperature: 24C, Analog output: 746
2024-04-27T22:51:55.173Z - Humidity: 68%, Temperature: 23C, Analog output: 748
2024-04-27T22:52:05.211Z - Humidity: 69%, Temperature: 23C, Analog output: 744
2024-04-27T22:52:15.251Z - Humidity: 68%, Temperature: 23C, Analog output: 754
2024-04-27T22:52:25.288Z - Humidity: 68%, Temperature: 24C, Analog output: 743
2024-04-27T22:52:35.328Z - Humidity: 71%, Temperature: 23C, Analog output: 744
2024-04-27T22:52:45.366Z - Humidity: 69%, Temperature: 25C, Analog output: 747
2024-04-27T22:52:55.405Z - Humidity: 69%, Temperature: 25C, Analog output: 745
2024-04-27T22:53:05.443Z - Humidity: 68%, Temperature: 23C, Analog output: 746
2024-04-27T22:53:15.486Z - Humidity: 70%, Temperature: 24C, Analog output: 745
2024-04-27T22:53:25.525Z - Humidity: 70%, Temperature: 23C, Analog output: 753
2024-04-27T22:53:35.563Z - Humidity: 70%, Temperature: 24C, Analog output: 747
2024-04-27T22:53:45.602Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-27T22:53:55.641Z - Humidity: 72%, Temperature: 23C, Analog output: 745
2024-04-27T22:54:05.679Z - Humidity: 70%, Temperature: 23C, Analog output: 767
2024-04-27T22:54:15.718Z - Humidity: 70%, Temperature: 23C, Analog output: 747
2024-04-27T22:54:25.756Z - Humidity: 69%, Temperature: 24C, Analog output: 746
2024-04-27T22:54:35.795Z - Humidity: 69%, Temperature: 25C, Analog output: 752
2024-04-27T22:54:45.834Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T22:54:55.877Z - Humidity: 68%, Temperature: 24C, Analog output: 764
2024-04-27T22:55:05.915Z - Humidity: 70%, Temperature: 24C, Analog output: 748
2024-04-27T22:55:15.954Z - Humidity: 68%, Temperature: 24C, Analog output: 746
2024-04-27T22:55:25.992Z - Humidity: 70%, Temperature: 25C, Analog output: 751
2024-04-27T22:55:36.030Z - Humidity: 69%, Temperature: 23C, Analog output: 750
2024-04-27T22:55:46.070Z - Humidity: 69%, Temperature: 24C, Analog output: 771
2024-04-27T22:55:56.108Z - Humidity: 70%, Temperature: 23C, Analog output: 750
2024-04-27T22:56:06.147Z - Humidity: 70%, Temperature: 25C, Analog output: 748
2024-04-27T22:56:16.185Z - Humidity: 71%, Temperature: 25C, Analog output: 747
2024-04-27T22:56:26.224Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-27T22:56:36.267Z - Humidity: 71%, Temperature: 24C, Analog output: 748
2024-04-27T22:56:46.305Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-27T22:56:56.344Z - Humidity: 69%, Temperature: 25C, Analog output: 743
2024-04-27T22:57:06.382Z - Humidity: 70%, Temperature: 24C, Analog output: 741
2024-04-27T22:57:16.421Z - Humidity: 71%, Temperature: 23C, Analog output: 747
2024-04-27T22:57:26.460Z - Humidity: 70%, Temperature: 24C, Analog output: 767
2024-04-27T22:57:36.499Z - Humidity: 71%, Temperature: 24C, Analog output: 745
2024-04-27T22:57:46.537Z - Humidity: 70%, Temperature: 25C, Analog output: 746
2024-04-27T22:57:56.576Z - Humidity: 70%, Temperature: 25C, Analog output: 764
2024-04-27T22:58:06.619Z - Humidity: 69%, Temperature: 25C, Analog output: 748
2024-04-27T22:58:16.657Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-27T22:58:26.696Z - Humidity: 72%, Temperature: 24C, Analog output: 745
2024-04-27T22:58:36.735Z - Humidity: 70%, Temperature: 25C, Analog output: 745
2024-04-27T22:58:46.772Z - Humidity: 70%, Temperature: 24C, Analog output: 746
2024-04-27T22:58:56.811Z - Humidity: 70%, Temperature: 24C, Analog output: 745
2024-04-27T22:59:06.849Z - Humidity: 74%, Temperature: 25C, Analog output: 781
2024-04-27T22:59:16.888Z - Humidity: 71%, Temperature: 23C, Analog output: 748
2024-04-27T22:59:26.927Z - Humidity: 72%, Temperature: 23C, Analog output: 760
2024-04-27T22:59:36.969Z - Humidity: 70%, Temperature: 25C, Analog output: 751
2024-04-27T22:59:47.008Z - Humidity: 75%, Temperature: 24C, Analog output: 746
2024-04-27T22:59:57.046Z - Humidity: 72%, Temperature: 24C, Analog output: 740
2024-04-27T23:00:07.085Z - Humidity: 71%, Temperature: 25C, Analog output: 751
2024-04-27T23:00:17.124Z - Humidity: 72%, Temperature: 25C, Analog output: 747
2024-04-27T23:00:27.163Z - Humidity: 71%, Temperature: 24C, Analog output: 735
2024-04-27T23:00:37.201Z - Humidity: 70%, Temperature: 23C, Analog output: 759
2024-04-27T23:00:47.240Z - Humidity: 70%, Temperature: 23C, Analog output: 780
2024-04-27T23:00:57.279Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-27T23:01:07.316Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-27T23:01:17.356Z - Humidity: 71%, Temperature: 25C, Analog output: 756
2024-04-27T23:01:27.399Z - Humidity: 72%, Temperature: 24C, Analog output: 749
2024-04-27T23:01:37.437Z - Humidity: 72%, Temperature: 23C, Analog output: 745
2024-04-27T23:01:47.476Z - Humidity: 70%, Temperature: 24C, Analog output: 759
2024-04-27T23:01:57.514Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-27T23:02:07.553Z - Humidity: 71%, Temperature: 23C, Analog output: 747
2024-04-27T23:02:17.592Z - Humidity: 71%, Temperature: 24C, Analog output: 746
2024-04-27T23:02:27.630Z - Humidity: 69%, Temperature: 24C, Analog output: 749
2024-04-27T23:02:37.669Z - Humidity: 69%, Temperature: 23C, Analog output: 743
2024-04-27T23:02:47.707Z - Humidity: 69%, Temperature: 24C, Analog output: 764
2024-04-27T23:02:57.745Z - Humidity: 69%, Temperature: 24C, Analog output: 759
2024-04-27T23:03:07.788Z - Humidity: 70%, Temperature: 23C, Analog output: 768
2024-04-27T23:03:17.827Z - Humidity: 69%, Temperature: 24C, Analog output: 753
2024-04-27T23:03:27.865Z - Humidity: 71%, Temperature: 23C, Analog output: 775
2024-04-27T23:03:37.904Z - Humidity: 70%, Temperature: 24C, Analog output: 744
2024-04-27T23:03:47.943Z - Humidity: 70%, Temperature: 25C, Analog output: 747
2024-04-27T23:03:57.982Z - Humidity: 69%, Temperature: 23C, Analog output: 744
